Data,mandante,placar,visitante,Vencedor,Campeonato,Resultado (para o Mandante)
2025-07-28,Avaí,5-0,Botafogo-SP,Avaí,"R19 Série B 2025",V
2024-11-18,Botafogo-SP,1-3,Avaí,Avaí,"R37 Série B 2024",D
2024-07-30,Avaí,1-1,Botafogo-SP,Empate,"R18 Série B 2024",E
2023-10-07,Botafogo-SP,0-1,Avaí,Avaí,"R31 Série B 2023",D
2023-06-11,Avaí,1-1,Botafogo-SP,Empate,"R12 Série B 2023",E
2020-11-23,Botafogo-SP,0-1,Avaí,Avaí,"R23 Série B 2020",D
2020-08-18,Avaí,0-1,Botafogo-SP,Botafogo-SP,"R4 Série B 2020",D
2002-10-01,Avaí,6-0,Botafogo-SP,Avaí,"1F Série B 2002",V
2000-08-20,Botafogo-SP,0-0,Avaí,Empate,"Copa João Havelange 2000",E
