Data,mandante,placar,visitante,Vencedor,Campeonato,Resultado
2025-03-21,Inglaterra,2-0,Albânia,Inglaterra,Elim. Copa do Mundo (UEFA) 2026,V
2021-11-12,Inglaterra,5-0,Albânia,Inglaterra,Elim. Copa do Mundo (UEFA) 2021,V
2021-03-28,Albânia,0-2,Inglaterra,Inglaterra,Elim. Copa do Mundo (UEFA) 2021,D
2001-09-05,Inglaterra,2-0,Albânia,Inglaterra,Elim. Copa do Mundo (UEFA) 2002,V
2001-03-28,Albânia,1-3,Inglaterra,Inglaterra,Elim. Copa do Mundo (UEFA) 2002,D
1989-04-26,Inglaterra,5-0,Albânia,Inglaterra,Elim. Copa do Mundo (UEFA) 1990,V
1989-03-08,Albânia,0-2,Inglaterra,Inglaterra,Elim. Copa do Mundo (UEFA) 1990,D
