Data,mandante,placar,visitante,Vencedor,Campeonato,Resultado
2025-10-09,Escócia,3-1,Grécia,Escócia,Elim. Copa do Mundo (UEFA) 2026,V
2025-03-23,Escócia,0-3,Grécia,Grécia,Play-Off A/B 2024/25,D
2025-03-20,Grécia,0-1,Escócia,Escócia,Play-Off A/B 2024/25,D
1995-08-15,Escócia,1-0,Grécia,Escócia,Euro (E) 1996,V
1994-12-17,Grécia,1-0,Escócia,Grécia,Euro (E) 1996,V
