Data,mandante,placar,visitante,Vencedor,Campeonato,Resultado (para o Mandante)
2025-07-29,Criciúma,1-0,Cuiabá,Criciúma,"R19 Série B 2025",V
2024-08-31,Cuiabá,2-1,Criciúma,Cuiabá,"R25 Brasileirão 2024",V
2024-06-09,Criciúma,2-5,Cuiabá,Cuiabá,"R6 Brasileirão 2024",D
2019-08-30,Cuiabá,0-0,Criciúma,Empate,"R20 Série B 2019",E
2019-04-27,Criciúma,0-1,Cuiabá,Cuiabá,"R1 Série B 2019",D
