Data,mandante,placar,visitante,Vencedor,Campeonato,Resultado
2025-03-21,Romênia,0-1,Bósnia-Herzgovina,Bósnia-Herzgovina,Elim. Copa do Mundo (UEFA) 2026,D
2022-09-26,Romênia,4-1,Bósnia-Herzgovina,Romênia,UEFA Nations League B 2022/2023,V
2022-06-07,Bósnia-Herzgovina,1-0,Romênia,Bósnia-Herzgovina,UEFA Nations League B 2022/2023,V
2011-06-03,Romênia,3-0,Bósnia-Herzgovina,Romênia,Euro (E) 2012,V
2011-03-26,Bósnia-Herzgovina,2-1,Romênia,Bósnia-Herzgovina,Euro (E) 2012,V
2003-06-06,Romênia,2-0,Bósnia-Herzgovina,Romênia,Euro (E) 2004,V
2002-09-06,Bósnia-Herzgovina,0-3,Romênia,Romênia,Euro (E) 2004,D
